Date,Close/Last,Volume,Open,High,Low
01/13/2023,34302.61,N/A,34075.31,34342.32,33915.49
01/12/2023,34189.97,N/A,34047.86,34292.67,33792.10
01/11/2023,33973.01,N/A,33754.03,33974.69,33711.04
01/10/2023,33704.10,N/A,33516.43,33726.54,33421.80
01/09/2023,33517.65,N/A,33664.39,33935.11,33487.66
01/06/2023,33630.61,N/A,33055.30,33710.66,32997.39
01/05/2023,32930.08,N/A,33191.72,33191.72,32812.33
01/04/2023,33269.77,N/A,33165.14,33409.10,33033.48
01/03/2023,33136.37,N/A,33148.90,33387.52,32850.57
12/30/2022,33147.25,N/A,33121.61,33152.55,32847.82
12/29/2022,33220.80,N/A,33021.43,33293.42,33020.35
12/28/2022,32875.71,N/A,33264.76,33379.55,32869.15
12/27/2022,33241.56,N/A,33224.23,33387.72,33069.58
12/23/2022,33203.93,N/A,32961.06,33226.14,32814.02
12/22/2022,33027.49,N/A,33233.35,33233.35,32573.43
12/21/2022,33376.48,N/A,33028.09,33437.84,33028.09
12/20/2022,32849.74,N/A,32735.24,32992.23,32649.45
12/19/2022,32757.54,N/A,32921.45,33038.94,32581.97
12/16/2022,32920.46,N/A,33166.46,33166.46,32654.59
12/15/2022,33202.22,N/A,33773.00,33773.00,33016.16
12/14/2022,33966.35,N/A,34086.07,34395.65,33704.17
12/13/2022,34108.64,N/A,34268.44,34712.28,33890.88
12/12/2022,34005.04,N/A,33519.50,34005.04,33519.50
12/09/2022,33476.46,N/A,33746.71,33844.63,33462.65
12/08/2022,33781.48,N/A,33695.97,33899.17,33642.46
12/07/2022,33597.92,N/A,33556.40,33774.27,33503.67
12/06/2022,33596.34,N/A,33936.87,34006.63,33418.59
12/05/2022,33947.10,N/A,34335.73,34335.73,33846.81
